location,corners,center,sensor_distances,calculated_RSSI,avg_RSSI,mode_RSSI,best_RSSI,is_emitter,score,hasSensor,localizationGuesses
"(10, 110)","((26.71342444913584, -80.05584785655867), (26.71342444913584, -80.05583778877588), (26.7134334423519, -80.05584785655867), (26.7134334423519, -80.05583778877588))","(26.71342894574387, -80.05584282266727)","{'57': 108.03794476971701, '20': 87.15064656890725, '05': 27.889424433086855, '34': 17.159173004866027, '22': 109.02640608919674, '06': 89.06444625602336, '31': 51.246617826041216, '36': 12.1354104005517, '35': 13.886940991106899}","{'57': -65.85913019834038, '20': -63.059959185389836, '05': -48.21502732967923, '34': -41.8867313701484, '22': -65.97779167240222, '06': -63.34297194373587, '31': -56.141797024261734, '36': -37.373474823229806, '35': -39.13003848358426}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 111)","((26.71342444913584, -80.05583778877588), (26.71342444913584, -80.05582772099308), (26.7134334423519, -80.05583778877588), (26.7134334423519, -80.05582772099308))","(26.71342894574387, -80.05583275488448)","{'57': 109.03647402589463, '20': 88.1471706769139, '05': 28.85875740243495, '34': 16.23015047985158, '22': 110.0277436646258, '06': 90.0652526544686, '31': 52.24529229322187, '36': 13.001593666601908, '35': 13.025468804824623}","{'57': -65.97899475181295, '20': -63.20809209089677, '05': -48.66016960150478, '34': -41.16151717478844, '22': -66.0969069906213, '06': -63.48855893065812, '31': -56.39325567815316, '36': -38.27173845371147, '35': -38.295641674533016}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 112)","((26.71342444913584, -80.05582772099308), (26.71342444913584, -80.05581765321028), (26.7134334423519, -80.05582772099308), (26.7134334423519, -80.05581765321028))","(26.71342894574387, -80.05582268710168)","{'57': 110.03506268428363, '20': 89.14381298340403, '05': 29.830235612283385, '34': 15.310308468616038, '22': 111.02908953530732, '06': 91.06608084516073, '31': 53.244084094472605, '36': 13.886032065431118, '35': 12.185472561756916}","{'57': -66.09777363680408, '20': -63.354576972876764, '05': -49.09154128970498, '34': -40.4013590065765, '22': -66.21494413635727, '06': -63.63254017640377, '31': -56.639981601858416, '36': -39.12918569464131, '35': -37.42711206437121}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 113)","((26.71342444913584, -80.05581765321028), (26.71342444913584, -80.05580758542749), (26.7134334423519, -80.05581765321028), (26.7134334423519, -80.05580758542749))","(26.71342894574387, -80.05581261931889)","{'57': 111.03370914264931, '20': 90.14056956886164, '05': 30.803656095257587, '34': 14.401406201823006, '22': 112.03044347887058, '06': 92.06693011781987, '31': 54.24298674776127, '36': 14.785449995997046, '35': 11.371712359179826}","{'57': -66.2154862181439, '20': -63.499449718252855, '05': -49.50990876408175, '34': -39.60398778525298, '22': -66.3319224356396, '06': -63.774950648970844, '31': -56.882148625098736, '36': -39.94687718619156, '35': -36.52661675895273}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 114)","((26.71342444913584, -80.05580758542749), (26.71342444913584, -80.05579751764469), (26.7134334423519, -80.05580758542749), (26.7134334423519, -80.05579751764469))","(26.71342894574387, -80.05580255153609)","{'57': 112.03241185454846, '20': 91.13743668255685, '05': 31.77884036895295, '34': 13.50565252736091, '22': 113.03180528084572, '06': 93.06779979218048, '31': 55.24199423980867, '36': 15.69727278891651, '35': 10.590237906269257}","{'57': -66.3321513503414, '20': -63.642745066552166, '05': -49.91598214495773, '34': -38.767307941733414, '22': -66.44786069994103, '06': -63.91582418846419, '31': -57.1199212284999, '36': -40.72656694764617, '35': -35.59901227605235}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 115)","((26.71342444913584, -80.05579751764469), (26.71342444913584, -80.0557874498619), (26.7134334423519, -80.05579751764469), (26.7134334423519, -80.0557874498619))","(26.71342894574387, -80.0557924837533)","{'57': 113.03116932915253, '20': 92.13441073742631, '05': 32.755630904486516, '34': 12.625846276692869, '22': 114.03317473395738, '06': 94.06868921719688, '31': 56.24110098442176, '36': 16.619458802155126, '35': 9.848737600785674}","{'57': -66.44778739550586, '20': -63.78449665832303, '05': -50.31041984413988, '34': -37.88965570188983, '22': -66.5627772442271, '06': -64.0551935551099, '31': -57.353455198300004, '36': -41.47034709897148, '35': -34.65325778277404}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 116)","((26.71342444913584, -80.0557874498619), (26.71342444913584, -80.0557773820791), (26.7134334423519, -80.0557874498619), (26.7134334423519, -80.0557773820791))","(26.71342894574387, -80.0557824159705)","{'57': 114.02998012789332, '20': 93.13148829895002, '05': 33.73388816496679, '34': 11.765565544992286, '22': 115.03455163865462, '06': 95.06959776883622, '31': 57.240301783650956, '36': 17.550374500404683, '35': 9.156927552352519}","{'57': -66.56241224012467, '20': -63.92473708015554, '05': -50.69383280552126, '34': -36.9702250089663, '22': -66.67668990435813, '06': -64.19309047454313, '31': -57.582898224725575, '36': -42.18043242508432, '35': -33.704334125654654}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 117)","((26.71342444913584, -80.0557773820791), (26.71342444913584, -80.0557673142963), (26.7134334423519, -80.0557773820791), (26.7134334423519, -80.0557673142963))","(26.71342894574387, -80.0557723481877)","{'57': 115.02884286110798, '20': 94.12866607755929, '05': 34.713488155971646, '34': 10.92942200736382, '22': 116.03593580169822, '06': 96.07052484919578, '31': 58.23959179742412, '36': 18.48870129806945, '35': 8.526910844947485}","{'57': -66.67604331111991, '20': -64.06349790784799, '05': -51.066788448500326, '34': -36.009756639525484, '22': -66.78961605351958, '06': -64.32954568091392, '31': -57.80839045107121, '36': -42.85903296342563, '35': -32.77559244526225}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 118)","((26.71342444913584, -80.0557673142963), (26.71342444913584, -80.05575724651351), (26.7134334423519, -80.0557673142963), (26.7134334423519, -80.05575724651351))","(26.71342894574387, -80.0557622804049)","{'57': 116.02775618786306, '20': 95.12594092139835, '05': 35.694320323488704, '34': 10.123398274764574, '22': 117.03732703713193, '06': 97.07146988544355, '31': 59.238966509999166, '36': 19.43336570713678, '35': 7.973348819047638}","{'57': -66.7886975915774, '20': -64.20080974739308, '05': -51.4298142825017, '34': -35.01163047697025, '22': -66.90157261821392, '06': -64.4645889577423, '31': -58.03006497586249, '36': -43.50828148676087, '35': -31.90106370331408}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 119)","((26.71342444913584, -80.05575724651351), (26.71342444913584, -80.05574717873071), (26.7134334423519, -80.05575724651351), (26.7134334423519, -80.05574717873071))","(26.71342894574387, -80.05575221262211)","{'57': 117.02671881207009, '20': 96.12330981102696, '05': 36.67628581343801, '34': 9.355282691580243, '22': 118.0387251648257, '06': 98.0724323276997, '31': 60.238421706484246, '36': 20.383486603086556, '35': 7.513159834567654}","{'57': -66.90039163539525, '20': -64.3367022741317, '05': -51.78340123509158, '34': -33.983548238490556, '22': -67.01257609330344, '06': -64.59824917654421, '31': -58.24804831563988, '36': -44.13019494878004, '35': -31.126519623869058}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 120)","((26.71342444913584, -80.05574717873071), (26.71342444913584, -80.05573711094792), (26.7134334423519, -80.05574717873071), (26.7134334423519, -80.05573711094792))","(26.71342894574387, -80.05574214483931)","{'57': 118.02572948266163, '20': 97.12076984688638, '05': 37.65929597060243, '34': 8.63519717473822, '22': 119.04013001087316, '06': 99.07341164841853, '31': 61.23795344511719, '36': 21.338335124006846, '35': 7.164359461343341}","{'57': -67.01114158176722, '20': -64.4712042689521, '05': -52.128006683478326, '34': -32.94000853985201, '22': -67.12264255662237, '06': -64.73055433370133, '31': -58.462460829130734, '36': -44.72665672755472, '35': -30.50716181556705}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 121)","((26.71342444913584, -80.05573711094792), (26.71342444913584, -80.05572704316512), (26.7134334423519, -80.05573711094792), (26.7134334423519, -80.05572704316512))","(26.71342894574387, -80.05573207705652)","{'57': 119.02478698953159, '20': 98.11831825071057, '05': 38.643271073084136, '34': 7.976160773029933, '22': 120.04154140684092, '06': 100.07440734106461, '31': 62.237558039610974, '36': 22.29730391863261, '35': 6.943753937828268}","{'57': -67.12096316859726, '20': -64.60434365453523, '05': -52.46405722389961, '34': -31.905657760968875, '22': -67.23178768285302, '06': -64.86153158539139, '31': -58.67341710953388, '36': -45.2994113844772, '35': -30.099670458238226}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 122)","((26.71342444913584, -80.05572704316512), (26.71342444913584, -80.05571697538232), (26.7134334423519, -80.05572704316512), (26.7134334423519, -80.05571697538232))","(26.71342894574387, -80.05572200927372)","{'57': 120.02389016353419, '20': 99.1159523535208, '05': 39.62813923978232, '34': 7.394514553960545, '22': 121.04295919065197, '06': 101.07541891896456, '31': 63.237232034082076, '36': 23.259883374307005, '35': 6.863715282942421}","{'57': -67.22987174580274, '20': -64.73614752802604, '05': -52.79195118957009, '34': -30.919130822836046, '22': -67.34002675700256, '06': -64.99120728080857, '31': -58.88102634429956, '36': -45.850066765991606, '35': -29.948618582101023}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 123)","((26.71342444913584, -80.05571697538232), (26.71342444913584, -80.05570690759953), (26.7134334423519, -80.05571697538232), (26.7134334423519, -80.05570690759953))","(26.71342894574387, -80.05571194149093)","{'57': 121.0230378727763, '20': 100.11366959403706, '05': 40.61383550418821, '34': 6.909829571741318, '22': 122.0443832048193, '06': 102.07644591513096, '31': 64.23697218839747, '36': 24.225643098855517, '35': 6.929116300182668}","{'57': -67.33788228767185, '20': -64.86664219346335, '05': -53.11206094560577, '34': -30.035860855042955, '22': -67.44737468704167, '06': -65.11960699387672, '31': -59.085392649078344, '36': -46.38010022335599, '35': -30.072176302345742}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 124)","((26.71342444913584, -80.05570690759953), (26.71342444913584, -80.05569683981673), (26.7134334423519, -80.05570690759953), (26.7134334423519, -80.05569683981673))","(26.71342894574387, -80.05570187370813)","{'57': 122.0222290240313, '20': 101.1114675109092, '05': 41.600300999760314, '34': 6.543686907310135, '22': 123.04581329710865, '06': 103.0774878804969, '31': 65.23677546140108, '36': 25.194217369646072, '35': 7.135959248390656}","{'57': -67.44500940526737, '20': -64.9958531918281, '05': -53.42473497050825, '34': -29.32651613132426, '22': -67.55384601628612, '06': -65.24675555321784, '31': -59.28661537567297, '36': -46.8908669417697, '35': -30.455411617953907}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 125)","((26.71342444913584, -80.05569683981673), (26.71342444913584, -80.05568677203394), (26.7134334423519, -80.05569683981673), (26.7134334423519, -80.05568677203394))","(26.71342894574387, -80.05569180592533)","{'57': 123.02146255832358, '20': 102.1093437383032, '05': 42.587482274538985, '34': 6.3167338370238815, '22': 124.04724932040571, '06': 104.07854438276784, '31': 66.23663899475926, '36': 26.165293627516878, '35': 7.472507783174844}","{'57': -67.55126735771015, '20': -65.12380533007382, '05': -53.73029975549785, '34': -28.86661811419038, '22': -67.65945493519291, '06': -65.37267707075536, '31': -59.48478939689134, '36': -47.38360916395401, '35': -31.055832062838743}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 126)","((26.71342444913584, -80.05568677203394), (26.71342444913584, -80.05567670425114), (26.7134334423519, -80.05568677203394), (26.7134334423519, -80.05567670425114))","(26.71342894574387, -80.05568173814254)","{'57': 124.02073745163524, '20': 103.1072960036058, '05': 43.57533068167963, '34': 6.244165980880834, '22': 125.04869113223086, '06': 105.0796150064223, '31': 67.23656009971938, '36': 27.138603293454153, '35': 7.922248873428631}","{'57': -67.65667006355213, '20': -65.25052270903652, '05': -54.02906152720901, '34': -28.716073946568404, '22': -67.76421529264604, '06': -65.49739496909527, '31': -59.68000537080245, '36': -47.859465560189925, '35': -31.817295223689065}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
"(10, 127)","((26.71342444913584, -80.05567670425114), (26.71342444913584, -80.05566663646835), (26.7134334423519, -80.05567670425114), (26.7134334423519, -80.05566663646835))","(26.71342894574387, -80.05567167035974)","{'57': 125.02005271208152, '20': 104.10532211948014, '05': 44.563801854732084, '34': 6.3312941511316945, '22': 126.05013859465063, '06': 106.08069935191682, '31': 68.23653624572174, '36': 28.11391440590501, '35': 8.467164716256486}","{'57': -67.76123111132745, '20': -65.37602874931282, '05': -54.32130781738893, '34': -28.896615518707996, '22': -67.86814060683426, '06': -65.62093200751417, '31': -59.872349985994006, '36': -48.31948032907257, '35': -32.68398103344613}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[],{}
